MixID,TrackNumber,Timestamp,Artist,Track,Label,FullTitle
0001,01,0:00:00,Eternal,"Save Our Love (West End D'Rythm Mix)",EMI,"[0:00:00] Eternal - Save Our Love (West End D'Rhythm Mix) [EMI]"
