DateFull,Year,Month,Day,Artist,Mix,Path,Format
2022-01-22,2022,01,22,Stephan Bodzin,Stephan Bodzin,2022/2022-01-22 - Essential Mix - Stephan Bodzin/2022-01-22 - Essential Mix - Stephan Bodzin.m4a,m4a
2022-01-29,2022,01,29,DJ Minx,DJ Minx,2022/2022-01-29 - Essential Mix - DJ Minx/2022-01-29 - Essential Mix - DJ Minx.m4a,m4a
2022-02-05,2022,02,05,Kampire,Kampire,2022/2022-02-05 - Essential Mix - Kampire/2022-02-05 - Essential Mix - Kampire.m4a,m4a
2022-02-12,2022,02,12,Alok,Alok,2022/2022-02-12 - Essential Mix - Alok/2022-02-12 - Essential Mix - Alok.m4a,m4a
2022-02-19,2022,02,19,BURNS,BURNS,2022/2022-02-19 - Essential Mix - BURNS/2022-02-19 - Essential Mix - BURNS.m4a,m4a
2022-02-26,2022,02,26,Jennifer Cardini,Jennifer Cardini,2022/2022-02-26 - Essential Mix - Jennifer Cardini/2022-02-26 - Essential Mix - Jennifer Cardini.m4a,m4a
2022-03-05,2022,03,05,Soichi Terada,Soichi Terada,2022/2022-03-05 - Essential Mix - Soichi Terada/2022-03-05 - Essential Mix - Soichi Terada.m4a,m4a
2022-03-12,2022,03,12,SPFDJ,SPFDJ,2022/2022-03-12 - Essential Mix - SPFDJ/2022-03-12 - Essential Mix - SPFDJ.m4a,m4a
2022-03-19,2022,03,19,Diplo,Diplo,2022/2022-03-19 - Essential Mix - Diplo/2022-03-19 - Essential Mix - Diplo.m4a,m4a
2022-03-26,2022,03,26,HVOB,HVOB,2022/2022-03-26 - Essential Mix - HVOB/2022-03-26 - Essential Mix - HVOB.m4a,m4a
2022-04-02,2022,04,02,Job Jobse,Job Jobse,2022/2022-04-02 - Essential Mix - Job Jobse/2022-04-02 - Essential Mix - Job Jobse.m4a,m4a
2022-04-09,2022,04,09,Sofia Kourtesis,Sofia Kourtesis,2022/2022-04-09 - Essential Mix - Sofia Kourtesis/2022-04-09 - Essential Mix - Sofia Kourtesis.m4a,m4a
2022-04-16,2022,04,16,Frankey & Sandrino,Frankey & Sandrino,2022/2022-04-16 - Essential Mix - Frankey & Sandrino/2022-04-16 - Essential Mix - Frankey & Sandrino.m4a,m4a
2022-04-23,2022,04,23,Ben Sims,Ben Sims,2022/2022-04-23 - Essential Mix - Ben Sims/2022-04-23 - Essential Mix - Ben Sims.m4a,m4a
2022-04-30,2022,04,30,Jimi Jules,Jimi Jules,2022/2022-04-30 - Essential Mix - Jimi Jules/2022-04-30 - Essential Mix - Jimi Jules.m4a,m4a
2022-05-07,2022,05,07,Seth Troxler,Seth Troxler,2022/2022-05-07 - Essential Mix - Seth Troxler/2022-05-07 - Essential Mix - Seth Troxler.m4a,m4a
2022-05-14,2022,05,14,I Hate Models,I Hate Models,2022/2022-05-14 - Essential Mix - I Hate Models/2022-05-14 - Essential Mix - I Hate Models.m4a,m4a
2022-05-21,2022,05,21,Secretsundaze,Secretsundaze,2022/2022-05-21 - Essential Mix - Secretsundaze/2022-05-21 - Essential Mix - Secretsundaze.m4a,m4a
2022-05-28,2022,05,28,Lilly Palmer,Lilly Palmer,2022/2022-05-28 - Essential Mix - Lilly Palmer/2022-05-28 - Essential Mix - Lilly Palmer.m4a,m4a
2022-06-04,2022,06,04,Lil Silva,Lil Silva,2022/2022-06-04 - Essential Mix - Lil Silva/2022-06-04 - Essential Mix - Lil Silva.m4a,m4a
2022-06-11,2022,06,11,Dan Shake,Dan Shake,2022/2022-06-11 - Essential Mix - Dan Shake/2022-06-11 - Essential Mix - Dan Shake.m4a,m4a
2022-06-18,2022,06,18,Fideles,Fideles,2022/2022-06-18 - Essential Mix - Fideles/2022-06-18 - Essential Mix - Fideles.m4a,m4a
2022-07-02,2022,07,02,Bonobo,Bonobo,2022/2022-07-02 - Essential Mix - Bonobo & Absolute/2022-07-02 - Essential Mix - 01 - Bonobo.m4a,m4a
2022-07-02,2022,07,02,Absolute,Absolute,2022/2022-07-02 - Essential Mix - Bonobo & Absolute/2022-07-02 - Essential Mix - 02 - Absolute.m4a,m4a
2022-07-09,2022,07,09,KH,KH,2022/2022-07-09 - Essential Mix - KH/2022-07-09 - Essential Mix - KH.m4a,m4a
2022-07-16,2022,07,16,Hector Oaks,Hector Oaks,2022/2022-07-16 - Essential Mix - Hector Oaks/2022-07-16 - Essential Mix - Hector Oaks.m4a,m4a
2022-07-23,2022,07,23,Theo Kottis,Theo Kottis,2022/2022-07-23 - Essential Mix - Theo Kottis/2022-07-23 - Essential Mix - Theo Kottis.m4a,m4a
2022-07-30,2022,07,30,Vintage Culture,Vintage Culture,2022/2022-07-30 - Essential Mix - Vintage Culture/2022-07-30 - Essential Mix - Vintage Culture.m4a,m4a
2022-07-31,2022,07,31,Marco Faraone B2B Eats Everything,Marco Faraone B2B Eats Everything,2022/2022-07-31 - Essential Mix - Marco Faraone B2B Eats Everything/2022-07-31 - Essential Mix - Marco Faraone B2B Eats Everything.m4a,m4a
2022-08-06,2022,08,06,Swedish House Mafia,Swedish House Mafia,2022/2022-08-06 - Essential Mix - Swedish House Mafia/2022-08-06 - Essential Mix - Swedish House Mafia.m4a,m4a
2022-08-13,2022,08,13,Mall Grab,Mall Grab,2022/2022-08-13 - Essential Mix - Mall Grab/2022-08-13 - Essential Mix - Mall Grab.m4a,m4a
2022-08-20,2022,08,20,Bklava,Bklava,2022/2022-08-20 - Essential Mix - Bklava/2022-08-20 - Essential Mix - Bklava.m4a,m4a
2022-08-27,2022,08,27,Kings Of The Rollers,Kings Of The Rollers,2022/2022-08-27 - Essential Mix - Kings Of The Rollers/2022-08-27 - Essential Mix - Kings Of The Rollers.m4a,m4a
2022-09-03,2022,09,03,Anastasia Kristensen,Anastasia Kristensen,2022/2022-09-03 - Essential Mix - Anastasia Kristensen/2022-09-03 - Essential Mix - Anastasia Kristensen.m4a,m4a
2022-09-17,2022,09,17,LP Giobbi,LP Giobbi,2022/2022-09-17 - Essential Mix - LP Giobbi/2022-09-17 - Essential Mix - LP Giobbi.m4a,m4a
2022-09-24,2022,09,24,Chloe Robinson,Chloe Robinson,2022/2022-09-24 - Essential Mix - Chloe Robinson/2022-09-24 - Essential Mix - Chloe Robinson.m4a,m4a
2022-10-01,2022,10,01,Ben Hemsley,Ben Hemsley,2022/2022-10-01 - Essential Mix - Ben Hemsley/2022-10-01 - Essential Mix - Ben Hemsley.m4a,m4a
2022-10-08,2022,10,08,Dubfire,Dubfire,2022/2022-10-08 - Essential Mix - Dubfire/2022-10-08 - Essential Mix - Dubfire.m4a,m4a
2022-10-15,2022,10,15,Antal,Antal,2022/2022-10-15 - Essential Mix - Antal/2022-10-15 - Essential Mix - Antal.m4a,m4a
2022-10-22,2022,10,22,KETTAMA,KETTAMA,2022/2022-10-22 - Essential Mix - KETTAMA/2022-10-22 - Essential Mix - KETTAMA.m4a,m4a
2022-10-29,2022,10,29,East End Dubs,East End Dubs,2022/2022-10-29 - Essential Mix - East End Dubs/2022-10-29 - Essential Mix - East End Dubs.m4a,m4a
2022-11-05,2022,11,05,Bou,Bou,2022/2022-11-05 - Essential Mix - Bou/2022-11-05 - Essential Mix - Bou.m4a,m4a
2022-11-12,2022,11,12,Scratchclart,Scratchclart,2022/2022-11-12 - Essential Mix - Scratchclart/2022-11-12 - Essential Mix - Scratchclart.m4a,m4a
2022-11-19,2022,11,19,Honey Dijon,Honey Dijon,2022/2022-11-19 - Essential Mix - Honey Dijon/2022-11-19 - Essential Mix - Honey Dijon.m4a,m4a
2022-12-03,2022,12,03,Marcel Dettmann,Marcel Dettmann,2022/2022-12-03 - Essential Mix - Marcel Dettmann/2022-12-03 - Essential Mix - Marcel Dettmann.m4a,m4a
2022-12-10,2022,12,10,KH - EMOTY,KH - EMOTY,2022/2022-12-10 - Essential Mix - KH - EMOTY/2022-12-10 - Essential Mix - KH - EMOTY.m4a,m4a
2022-12-17,2022,12,17,Carl Cox,Carl Cox,2022/2022-12-17 - Essential Mix - Carl Cox/2022-12-17 - Essential Mix - Carl Cox.m4a,m4a
2022-12-24,2022,12,24,2manydjs,2manydjs,2022/2022-12-24 - Essential Mix - 2manydjs/2022-12-24 - Essential Mix - 2manydjs.m4a,m4a
2023-01-07,2023,01,07,Kai Campos,Kai Campos,2023/2023-01-07 - Essential Mix - Kai Campos/2023-01-07 - Essential Mix - Kai Campos.m4a,m4a
2023-01-14,2023,01,14,Indira Paganotto,Indira Paganotto,2023/2023-01-14 - Essential Mix - Indira Paganotto/2023-01-14 - Essential Mix - Indira Paganotto.m4a,m4a
2023-01-21,2023,01,21,Eli Escobar,Eli Escobar,2023/2023-01-21 - Essential Mix - Eli Escobar/2023-01-21 - Essential Mix - Eli Escobar.m4a,m4a
2023-01-28,2023,01,28,Conducta,Conducta,2023/2023-01-28 - Essential Mix - Conducta/2023-01-28 - Essential Mix - Conducta.m4a,m4a
2023-02-04,2023,02,04,Nia Archives,Nia Archives,2023/2023-02-04 - Essential Mix - Nia Archives/2023-02-04 - Essential Mix - Nia Archives.m4a,m4a
2023-02-11,2023,02,11,Kx5,Kx5,2023/2023-02-11 - Essential Mix - Kx5/2023-02-11 - Essential Mix - Kx5.m4a,m4a
2023-02-18,2023,02,18,DJ Paulette,DJ Paulette,2023/2023-02-18 - Essential Mix - DJ Paulette/2023-02-18 - Essential Mix - DJ Paulette.m4a,m4a
2023-02-25,2023,02,25,John Summit,John Summit,2023/2023-02-25 - Essential Mix - John Summit/2023-02-25 - Essential Mix - John Summit.m4a,m4a
2023-03-04,2023,03,04,lau.ra,lau.ra,2023/2023-03-04 - Essential Mix - lau.ra/2023-03-04 - Essential Mix - lau.ra.m4a,m4a
2023-03-11,2023,03,11,Shermanology,Shermanology,2023/2023-03-11 - Essential Mix - Shermanology/2023-03-11 - Essential Mix - Shermanology.m4a,m4a
2023-03-18,2023,03,18,Moderat,Moderat,2023/2023-03-18 - Essential Mix - Moderat/2023-03-18 - Essential Mix - Moderat.m4a,m4a
2023-03-25,2023,03,25,Major Lazer X Major League DJz,Major Lazer X Major League DJz,2023/2023-03-25 - Essential Mix - Major Lazer X Major League DJz/2023-03-25 - Essential Mix - Major Lazer X Major League DJz.m4a,m4a
2023-04-01,2023,04,01,Anfisa Letyago,Anfisa Letyago,2023/2023-04-01 - Essential Mix - Anfisa Letyago/2023-04-01 - Essential Mix - Anfisa Letyago.m4a,m4a
2023-04-08,2023,04,08,Ahadadream,Ahadadream,2023/2023-04-08 - Essential Mix - Ahadadream/2023-04-08 - Essential Mix - Ahadadream.m4a,m4a
2023-04-15,2023,04,15,Surgeon,Surgeon,2023/2023-04-15 - Essential Mix - Surgeon/2023-04-15 - Essential Mix - Surgeon.m4a,m4a
2023-04-22,2023,04,22,Jyoty,Jyoty,2023/2023-04-22 - Essential Mix - Jyoty/2023-04-22 - Essential Mix - Jyoty.m4a,m4a
2023-04-29,2023,04,29,Black Coffee,Black Coffee,2023/2023-04-29 - Essential Mix - Black Coffee/2023-04-29 - Essential Mix - Black Coffee.m4a,m4a
2023-05-06,2023,05,06,Damian Lazarus,Damian Lazarus,2023/2023-05-06 - Essential Mix - Damian Lazarus/2023-05-06 - Essential Mix - Damian Lazarus.m4a,m4a
2023-05-13,2023,05,13,Sub Focus,Sub Focus,2023/2023-05-13 - Essential Mix - Sub Focus/2023-05-13 - Essential Mix - Sub Focus.m4a,m4a
2023-05-20,2023,05,20,999999999,999999999,2023/2023-05-20 - Essential Mix - 999999999/2023-05-20 - Essential Mix - 999999999.m4a,m4a
2023-05-27,2023,05,27,ANNA,ANNA,2023/2023-05-27 - Essential Mix - ANNA/2023-05-27 - Essential Mix - ANNA.m4a,m4a
2023-06-03,2023,06,03,FJAAK,FJAAK,2023/2023-06-03 - Essential Mix - FJAAK/2023-06-03 - Essential Mix - FJAAK.m4a,m4a
2023-06-10,2023,06,10,GORDO,GORDO,2023/2023-06-10 - Essential Mix - GORDO/2023-06-10 - Essential Mix - GORDO.m4a,m4a
2023-06-17,2023,06,17,SBTRKT,SBTRKT,2023/2023-06-17 - Essential Mix - SBTRKT/2023-06-17 - Essential Mix - SBTRKT.m4a,m4a
2023-06-24,2023,06,24,Salute,Salute - Live at Glastonbury,2023/2023-06-24 - Essential Mix - Glastonbury/2023-06-24 - Essential Mix - 01 - Salute - Live at Glastonbury.m4a,m4a
2023-06-24,2023,06,24,Annie Mac,Annie Mac - Live at Glastonbury,2023/2023-06-24 - Essential Mix - Glastonbury/2023-06-24 - Essential Mix - 02 - Annie Mac - Live at Glastonbury.m4a,m4a
2023-06-24,2023,06,24,The Blessed Madonna,The Blessed Madonna - Live at Glastonbury,2023/2023-06-24 - Essential Mix - Glastonbury/2023-06-24 - Essential Mix - 03 - The Blessed Madonna - Live at Glastonbury.m4a,m4a
2023-07-01,2023,07,01,Young Marco,Young Marco,2023/2023-07-01 - Essential Mix - Young Marco/2023-07-01 - Essential Mix - Young Marco.m4a,m4a
2023-07-08,2023,07,08,Yaeji,Yaeji,2023/2023-07-08 - Essential Mix - Yaeji/2023-07-08 - Essential Mix - Yaeji.m4a,m4a
2023-07-15,2023,07,15,DJ Marky,DJ Marky,2023/2023-07-15 - Essential Mix - DJ Marky/2023-07-15 - Essential Mix - DJ Marky.m4a,m4a
2023-07-22,2023,07,22,Chippy Nonstop,Chippy Nonstop,2023/2023-07-22 - Essential Mix - Chippy Nonstop/2023-07-22 - Essential Mix - Chippy Nonstop.m4a,m4a
2023-07-29,2023,07,29,Chloe Caillet,Chloe Caillet,2023/2023-07-29 - Essential Mix - Chloe Caillet/2023-07-29 - Essential Mix - Chloe Caillet.m4a,m4a
2023-08-05,2023,08,05,Butch,Butch,2023/2023-08-05 - Essential Mix - Butch/2023-08-05 - Essential Mix - Butch.m4a,m4a
2023-08-12,2023,08,12,Hannah Laing,Hannah Laing,2023/2023-08-12 - Essential Mix - Hannah Laing/2023-08-12 - Essential Mix - Hannah Laing.m4a,m4a
2023-08-19,2023,08,19,DJ Bone,DJ Bone,2023/2023-08-19 - Essential Mix - DJ Bone/2023-08-19 - Essential Mix - DJ Bone.m4a,m4a
2023-08-26,2023,08,26,Rudimental,Rudimental,2023/2023-08-26 - Essential Mix - Rudimental/2023-08-26 - Essential Mix - Rudimental.m4a,m4a
2023-09-02,2023,09,02,Eats Everything,Eats Everything,2023/2023-09-02 - Essential Mix - Eats Everything/2023-09-02 - Essential Mix - Eats Everything.m4a,m4a
2023-09-09,2023,09,09,Mura Masa,Mura Masa,2023/2023-09-09 - Essential Mix - Mura Masa/2023-09-09 - Essential Mix - Mura Masa.m4a,m4a
2023-09-16,2023,09,16,CamelPhat,CamelPhat,2023/2023-09-16 - Essential Mix - CamelPhat/2023-09-16 - Essential Mix - CamelPhat.m4a,m4a
2023-09-23,2023,09,23,Massano,Massano,2023/2023-09-23 - Essential Mix - Massano/2023-09-23 - Essential Mix - Massano.m4a,m4a
2023-09-30,2023,09,30,Eliza Rose,Eliza Rose,2023/2023-09-30 - Essential Mix - Eliza Rose/2023-09-30 - Essential Mix - Eliza Rose.m4a,m4a
2023-10-07,2023,10,07,Dom Dolla,Dom Dolla,2023/2023-10-07 - Essential Mix - Dom Dolla/2023-10-07 - Essential Mix - Dom Dolla.m4a,m4a
2023-10-14,2023,10,14,Pangaea,Pangaea,2023/2023-10-14 - Essential Mix - Pangaea/2023-10-14 - Essential Mix - Pangaea.m4a,m4a
2023-10-21,2023,10,21,Barry Can't Swim,Barry Can't Swim,2023/2023-10-21 - Essential Mix - Barry Can't Swim/2023-10-21 - Essential Mix - Barry Can't Swim.m4a,m4a
2023-10-28,2023,10,28,DJ Nobu,DJ Nobu,2023/2023-10-28 - Essential Mix - DJ Nobu/2023-10-28 - Essential Mix - DJ Nobu.m4a,m4a
2023-11-04,2023,11,04,DJ Heartstring,DJ Heartstring,2023/2023-11-04 - Essential Mix - DJ Heartstring/2023-11-04 - Essential Mix - DJ Heartstring.m4a,m4a
2023-11-11,2023,11,11,ARTBAT,ARTBAT,2023/2023-11-11 - Essential Mix - ARTBAT/2023-11-11 - Essential Mix - ARTBAT.m4a,m4a
2023-11-18,2023,11,18,Reinier Zonneveld,Reinier Zonneveld,2023/2023-11-18 - Essential Mix - Reinier Zonneveld/2023-11-18 - Essential Mix - Reinier Zonneveld.m4a,m4a
2023-11-25,2023,11,25,Lauren Lo Sung,Lauren Lo Sung,2023/2023-11-25 - Essential Mix - Lauren Lo Sung/2023-11-25 - Essential Mix - Lauren Lo Sung.m4a,m4a
